julian,year,pres,latitude,longitude,thr
247,2012,0,43.42805556,-124.5325,after
248,2012,0,43.04888889,-124.5258333,after
248,2012,1,42.96611111,-124.7102778,after
249,2012,1,42.59777778,-124.6308333,after
249,2012,1,42.46944444,-124.5836111,after
249,2012,1,42.40361111,-124.5966667,after
251,2012,1,42.18027778,-124.5752778,after
251,2012,1,42.20277778,-124.5141667,after
170,2013,1,41.43222222,-124.2808333,after
255,2012,1,41.64388889,-124.3627778,after
256,2012,1,41.38416667,-124.2675,after
256,2012,1,41.27333333,-124.3138889,after
256,2012,1,41.0775,-124.3544444,after
256,2012,1,41.07888889,-124.3022222,after
248,2014,0,44.98111111,-124.0936111,after
248,2014,1,45.03888889,-124.1894444,after
248,2014,1,45.26277778,-124.145,after
236,2013,1,45.73305556,-124.5463889,after
236,2013,1,45.86694444,-124.4675,after
240,2013,1,47.79916667,-124.8575,after
240,2013,1,47.76166667,-124.7730556,after
240,2013,1,47.61972222,-124.8208333,after
240,2013,1,47.62027778,-124.8491667,after
240,2013,1,47.63277778,-125.07,after
241,2013,1,47.09833333,-124.4738889,after
189,2004,0,46.73861111,-124.7616667,before
241,2013,1,47.00194444,-124.5313889,after
241,2013,1,46.63722222,-124.2991667,after
242,2013,1,46.32138889,-124.5638889,after
242,2013,1,46.26638889,-124.575,after
242,2013,1,46.20194444,-124.4983333,after
242,2013,1,46.17055556,-124.4363889,after
243,2013,1,45.61472222,-124.1427778,after
243,2013,1,45.40777778,-124.3536111,after
244,2013,1,45.00166667,-124.1119444,after
244,2013,1,44.93722222,-124.2291667,after
248,2013,1,45.27361111,-124.1811111,after
249,2013,1,44.73638889,-124.5327778,after
249,2013,1,44.52055556,-124.6230556,after
249,2013,1,44.09638889,-124.7802778,after
250,2013,1,44.45305556,-124.3366667,after
250,2013,1,44.40361111,-124.2791667,after
250,2013,1,44.37916667,-124.4511111,after
250,2013,1,44.30361111,-124.4163889,after
250,2013,1,44.27833333,-124.5338889,after
254,2013,1,41.95861111,-124.4558333,after
254,2013,1,41.86666667,-124.5091667,after
256,2013,1,41.65944444,-124.4530556,after
256,2013,1,41.58416667,-124.3583333,after
256,2013,0,41.42388889,-124.2683333,after
149,2013,1,46.7375,-124.6872222,after
149,2013,1,46.63611111,-124.6766667,after
149,2013,1,46.36472222,-124.4327778,after
150,2013,1,45.97138889,-124.6327778,after
150,2013,1,45.87083333,-124.2080556,after
151,2013,1,45.48833333,-124.0758333,after
151,2013,1,45.40611111,-124.1769444,after
151,2013,1,45.3875,-124.2983333,after
151,2013,1,45.27666667,-124.2666667,after
151,2013,1,45.28472222,-124.1941667,after
152,2013,1,45.23194444,-124.1888889,after
153,2013,0,44.84166667,-124.1366667,after
159,2013,1,44.19972222,-124.4691667,after
159,2013,1,44.17972222,-124.3244444,after
159,2013,1,44.18027778,-124.2491667,after
159,2013,1,43.94777778,-124.3202778,after
160,2013,1,44.09138889,-124.9280556,after
160,2013,1,43.98277778,-124.6830556,after
160,2013,1,43.92361111,-124.8447222,after
161,2013,1,43.77666667,-124.5072222,after
161,2013,1,43.91583333,-124.3583333,after
161,2013,1,43.80055556,-124.2391667,after
162,2013,1,43.68805556,-124.3702778,after
162,2013,1,43.42194444,-124.4141667,after
162,2013,1,43.37583333,-124.6469444,after
162,2013,1,43.32416667,-124.6202778,after
163,2013,1,43.17722222,-124.5822222,after
163,2013,1,42.99194444,-124.7,after
163,2013,0,43.00027778,-124.8002778,after
166,2013,1,42.19805556,-124.4305556,after
170,2013,1,41.45138889,-124.2616667,after
189,2004,0,46.73055556,-124.73,before
153,2013,1,47.06888889,-124.5269444,after
153,2013,1,46.86055556,-124.7747222,after
154,2013,1,46.10305556,-124.1705556,after
154,2013,1,46.025,-124.4497222,after
154,2013,1,45.99944444,-124.4269444,after
154,2013,1,45.83944444,-124.3111111,after
154,2013,1,45.6375,-124.0827778,after
157,2013,1,45.02361111,-124.3333333,after
158,2013,1,45.69,-124.3780556,after
158,2013,1,45.43305556,-124.2319444,after
160,2013,1,44.59222222,-124.2516667,after
160,2013,1,44.55833333,-124.3108333,after
160,2013,1,44.33638889,-124.2986111,after
160,2013,1,44.23194444,-124.2938889,after
160,2013,1,44.14111111,-124.2891667,after
162,2013,1,43.68333333,-124.5138889,after
243,2014,1,45.93333333,-124.2586111,after
164,2013,0,43.08527778,-124.4988889,after
165,2013,1,43.33916667,-124.4588889,after
166,2013,0,43.34888889,-124.5097222,after
170,2013,1,42.09888889,-124.4733333,after
171,2013,1,41.89027778,-124.5138889,after
171,2013,1,41.86638889,-124.4525,after
172,2013,1,41.36611111,-124.1938889,after
234,2014,1,44.73388889,-124.5319444,after
235,2014,1,45.68916667,-124.3186111,after
235,2014,1,45.83222222,-124.4983333,after
236,2014,1,46.80111111,-124.7811111,after
236,2014,1,47.07444444,-124.9338889,after
236,2014,1,47.08638889,-124.74,after
241,2014,1,47.86416667,-124.8727778,after
241,2014,1,47.67694444,-124.8502778,after
241,2014,1,47.34111111,-124.7691667,after
241,2014,1,47.29555556,-124.7963889,after
242,2014,1,46.17111111,-124.5166667,after
242,2014,1,46.19305556,-124.5480556,after
242,2014,1,46.11,-124.5011111,after
242,2014,1,46.05416667,-124.1688889,after
243,2014,1,45.89388889,-124.3877778,after
243,2014,1,45.78222222,-124.3358333,after
243,2014,1,45.8575,-124.0975,after
250,2014,1,44.465,-124.7158333,after
250,2014,1,44.30416667,-124.4558333,after
251,2014,1,44.25694444,-124.8283333,after
251,2014,1,43.76361111,-124.3341667,after
251,2014,1,43.58555556,-124.3608333,after
253,2014,1,43.32416667,-124.6811111,after
254,2014,1,42.32027778,-124.5727778,after
254,2014,1,42.2275,-124.4761111,after
255,2014,1,41.89972222,-124.4102778,after
256,2014,1,41.47333333,-124.4833333,after
257,2014,1,41.27222222,-124.3780556,after
170,2015,0,41.08888889,-124.2463889,after
235,2014,1,44.77527778,-124.2691667,after
237,2014,1,46.63444444,-124.2916667,after
237,2014,1,46.72361111,-124.5744444,after
237,2014,1,46.77472222,-124.7727778,after
237,2014,1,46.79944444,-124.7502778,after
237,2014,1,46.86777778,-124.8891667,after
238,2014,1,47.73666667,-125.0588889,after
238,2014,1,47.91,-125.0633333,after
238,2014,1,47.95888889,-124.8644444,after
244,2014,1,45.055,-124.1372222,after
244,2014,1,44.99527778,-124.0988889,after
244,2014,1,44.94166667,-124.1311111,after
244,2014,1,44.80555556,-124.2411111,after
248,2014,1,44.65805556,-124.1913889,after
248,2014,1,44.79277778,-124.5130556,after
250,2014,1,45.69305556,-124.1422222,after
250,2014,1,45.70861111,-124.4666667,after
250,2014,1,45.48833333,-124.3741667,after
252,2014,1,44.3425,-124.7802778,after
253,2014,1,44.18833333,-124.7086111,after
253,2014,1,44.23305556,-124.4733333,after
253,2014,1,44.27611111,-124.3969444,after
253,2014,1,44.265,-124.3619444,after
253,2014,1,44.18027778,-124.2297222,after
254,2014,1,44.48111111,-124.2383333,after
254,2014,0,44.43888889,-124.2141667,after
257,2014,1,42.66388889,-124.6091667,after
258,2014,0,42.06305556,-124.57,after
262,2014,1,41.73166667,-124.3975,after
262,2014,1,41.69944444,-124.4436111,after
262,2014,1,41.51333333,-124.3630556,after
263,2014,0,41.00722222,-124.2411111,after
146,2014,1,45.96083333,-124.6366667,after
146,2014,1,45.98944444,-124.3408333,after
150,2014,1,47.10166667,-124.9619444,after
150,2014,1,46.83555556,-124.6191667,after
151,2014,1,46.59805556,-124.3236111,after
151,2014,1,46.56138889,-124.2986111,after
151,2014,1,46.46777778,-124.4138889,after
151,2014,1,45.80222222,-124.5955556,after
151,2014,1,45.65388889,-124.3602778,after
152,2014,1,45.75055556,-124.0908333,after
152,2014,1,45.82055556,-124.2822222,after
152,2014,1,45.91777778,-124.1033333,after
156,2014,1,45.6325,-124.0672222,after
156,2014,1,45.42833333,-124.1416667,after
156,2014,1,45.52861111,-124.2419444,after
157,2014,1,45.16222222,-124.0725,after
158,2014,1,45.03388889,-124.3280556,after
158,2014,1,44.96055556,-124.1997222,after
158,2014,1,44.82666667,-124.205,after
160,2014,0,44.47388889,-124.3272222,after
160,2014,1,44.43277778,-124.4438889,after
160,2014,1,44.34194444,-124.3138889,after
160,2014,1,44.13388889,-124.6308333,after
160,2014,1,44.10833333,-124.8002778,after
161,2014,1,43.84083333,-124.3955556,after
168,2014,1,43.05305556,-124.7266667,after
169,2014,1,42.3575,-124.6480556,after
170,2014,1,41.67083333,-124.4161111,after
171,2014,1,41.34444444,-124.305,after
171,2014,1,41.27611111,-124.3841667,after
147,2014,1,47.10305556,-124.5452778,after
147,2014,1,46.8775,-124.6138889,after
148,2014,1,46.63361111,-124.6797222,after
148,2014,1,46.44416667,-124.3047222,after
148,2014,1,46.48361111,-124.5005556,after
148,2014,1,46.26444444,-124.5563889,after
149,2014,1,46.05583333,-124.6486111,after
149,2014,1,45.89666667,-124.4916667,after
149,2014,1,45.88277778,-124.105,after
149,2014,1,45.73194444,-124.0708333,after
149,2014,1,45.53361111,-124.1372222,after
149,2014,1,45.43222222,-124.1055556,after
150,2014,1,45.33277778,-124.2094444,after
150,2014,1,45.28861111,-124.2491667,after
150,2014,1,45.43111111,-124.3191667,after
150,2014,1,45.59,-124.2552778,after
150,2014,1,45.56972222,-124.4305556,after
151,2014,1,45.10305556,-124.0963889,after
151,2014,1,44.87555556,-124.2719444,after
152,2014,1,44.52888889,-124.2822222,after
156,2014,1,45.15972222,-124.29,after
157,2014,1,44.83166667,-124.4919444,after
158,2014,1,44.2825,-124.8369444,after
158,2014,1,44.26666667,-124.5908333,after
159,2014,0,44.20166667,-124.4716667,after
159,2014,1,44.03722222,-124.4377778,after
159,2014,1,44.10777778,-124.6372222,after
159,2014,1,44.06694444,-124.7066667,after
159,2014,1,44.00416667,-124.6522222,after
159,2014,1,43.98083333,-124.6458333,after
161,2014,0,43.08111111,-124.5258333,after
161,2014,1,43.05361111,-124.8394444,after
162,2014,1,42.0925,-124.535,after
163,2014,1,41.92833333,-124.5255556,after
168,2014,1,41.50777778,-124.4591667,after
234,2015,1,45.89722222,-124.4505556,after
235,2015,1,46.42972222,-124.5358333,after
236,2015,1,46.79222222,-124.75,after
237,2015,1,47.90694444,-125.1427778,after
239,2015,1,47.32555556,-124.605,after
239,2015,1,47.19666667,-124.6858333,after
239,2015,1,47.15833333,-124.9344444,after
239,2015,1,47.09194444,-124.7094444,after
239,2015,1,47.11861111,-124.6858333,after
239,2015,1,47.10361111,-124.5063889,after
241,2015,1,46.59805556,-124.4283333,after
241,2015,1,46.34388889,-124.3816667,after
241,2015,1,46.19194444,-124.3105556,after
242,2015,1,46.12944444,-124.14,after
242,2015,1,45.73638889,-124.1433333,after
242,2015,1,45.69916667,-124.3033333,after
242,2015,1,45.59861111,-124.2186111,after
242,2015,1,45.46611111,-124.1352778,after
247,2015,0,45.00166667,-124.0958333,after
247,2015,1,44.70972222,-124.5819444,after
247,2015,1,44.64555556,-124.58,after
248,2015,1,44.6675,-124.7527778,after
249,2015,1,44.33694444,-124.6083333,after
250,2015,1,44.18583333,-124.5886111,after
250,2015,1,44.1525,-124.6675,after
250,2015,1,43.58944444,-124.56,after
251,2015,1,43.85138889,-124.2588889,after
251,2015,1,43.74111111,-124.3186111,after
252,2015,1,43.65277778,-124.4858333,after
252,2015,1,43.29222222,-124.6380556,after
255,2015,1,42.93361111,-124.7075,after
259,2015,1,41.60361111,-124.3669444,after
259,2015,1,41.50444444,-124.4347222,after
260,2015,1,41.00638889,-124.3091667,after
235,2015,1,46.76333333,-124.7197222,after
236,2015,1,47.89638889,-124.9638889,after
237,2015,1,47.67083333,-125.0833333,after
238,2015,1,47.70916667,-124.76,after
238,2015,1,47.2375,-124.5827778,after
238,2015,1,46.93277778,-124.7063889,after
238,2015,1,46.9625,-124.4511111,after
239,2015,1,46.80527778,-124.7908333,after
241,2015,1,46.58694444,-124.4719444,after
241,2015,1,46.1425,-124.5966667,after
242,2015,1,45.3525,-124.0541667,after
242,2015,1,45.07833333,-124.1827778,after
242,2015,1,45.07055556,-124.3008333,after
246,2015,1,45.45472222,-124.2822222,after
246,2015,1,45.62055556,-124.4341667,after
247,2015,1,44.16722222,-124.7616667,after
247,2015,1,44.20194444,-124.5713889,after
247,2015,1,44.43222222,-124.4447222,after
248,2015,1,43.94055556,-124.525,after
248,2015,1,43.90583333,-124.4052778,after
249,2015,1,44.47972222,-124.2086111,after
249,2015,1,43.61333333,-124.2716667,after
250,2015,1,43.25611111,-124.6819444,after
250,2015,0,42.91388889,-124.6075,after
250,2015,1,42.97611111,-124.6022222,after
250,2015,1,43.04222222,-124.6183333,after
251,2015,0,43.385,-124.4097222,after
251,2015,1,43.18944444,-124.6897222,after
253,2015,1,42.02527778,-124.5116667,after
254,2015,0,41.74138889,-124.3861111,after
254,2015,1,41.73027778,-124.4108333,after
254,2015,1,41.53527778,-124.3927778,after
254,2015,1,41.46805556,-124.4677778,after
254,2015,1,41.37083333,-124.3905556,after
254,2015,1,41.33833333,-124.3869444,after
255,2015,1,41.16583333,-124.3266667,after
255,2015,1,41.03888889,-124.3605556,after
144,2015,1,46.12722222,-124.5238889,after
144,2015,1,46.76305556,-124.6938889,after
145,2015,1,47.87166667,-125.0977778,after
145,2015,1,47.905,-125.1219444,after
148,2015,1,47.73472222,-124.9980556,after
148,2015,1,47.66555556,-124.9322222,after
148,2015,1,47.52555556,-124.8608333,after
148,2015,1,47.49027778,-124.7822222,after
149,2015,1,46.89194444,-124.7491667,after
149,2015,1,46.77055556,-124.7636111,after
149,2015,1,46.6175,-124.5713889,after
149,2015,1,46.67027778,-124.3713889,after
150,2015,1,46.33555556,-124.5077778,after
150,2015,1,46.22444444,-124.3436111,after
150,2015,1,46.095,-124.1716667,after
150,2015,1,46.05194444,-124.1572222,after
150,2015,1,45.89527778,-124.1061111,after
151,2015,1,45.26805556,-124.2847222,after
152,2015,1,44.43555556,-124.2583333,after
152,2015,1,44.63555556,-124.2066667,after
157,2015,1,44.25166667,-124.3911111,after
157,2015,1,44.07722222,-124.7011111,after
157,2015,1,44.05,-124.6377778,after
157,2015,1,43.92666667,-124.8408333,after
158,2015,1,43.95222222,-124.4641667,after
158,2015,1,43.65083333,-124.5422222,after
158,2015,1,43.55388889,-124.5197222,after
158,2015,1,43.62111111,-124.3738889,after
160,2015,1,43.07805556,-124.5469444,after
160,2015,1,42.99333333,-124.5586111,after
160,2015,1,42.71666667,-124.6725,after
161,2015,1,42.71916667,-124.6311111,after
161,2015,1,42.58305556,-124.6394444,after
168,2015,1,42.26472222,-124.46,after
168,2015,1,42.195,-124.5672222,after
168,2015,1,42.06361111,-124.5019444,after
169,2015,1,41.59027778,-124.3775,after
171,2015,1,41.26472222,-124.2058333,after
163,2005,1,44.89777778,-124.2741667,before
164,2005,1,44.86833333,-124.3169444,before
164,2005,1,44.80916667,-124.34,before
191,2004,0,47.73972222,-124.8852778,before
192,2004,0,47.73583333,-124.9730556,before
192,2004,0,47.74055556,-124.9652778,before
173,2004,1,42.35055556,-124.6466667,before
173,2004,1,42.23166667,-124.5075,before
187,2004,0,46.0625,-124.6291667,before
187,2004,0,46.07111111,-124.5363889,before
187,2004,0,46.07166667,-124.4047222,before
187,2004,0,46.07388889,-124.3066667,before
187,2004,0,46.07972222,-124.1025,before
188,2004,0,46.38972222,-124.2602778,before
188,2004,0,46.40361111,-124.4236111,before
188,2004,0,46.41305556,-124.5222222,before
189,2004,0,46.75527778,-124.4861111,before
189,2004,0,47.07361111,-124.4713889,before
190,2004,0,47.09694444,-124.605,before
190,2004,0,47.075,-124.6825,before
190,2004,0,47.07333333,-124.7616667,before
190,2004,0,47.07138889,-124.7833333,before
190,2004,0,47.07,-124.8133333,before
191,2004,0,47.39777778,-124.765,before
191,2004,0,47.40916667,-124.7008333,before
191,2004,0,47.40583333,-124.5936111,before
154,2004,1,46.09583333,-124.1558333,before
154,2004,1,46.12888889,-124.1958333,before
177,2005,1,41.55416667,-124.2855556,before
178,2005,1,41.3025,-124.2277778,before
233,2004,0,46.78527778,-124.5683333,before
233,2004,1,46.91861111,-124.7872222,before
166,2004,1,43.98194444,-124.2530556,before
173,2004,1,42.32555556,-124.5730556,before
234,2004,1,47.19138889,-124.6047222,before
234,2004,1,46.96722222,-124.5044444,before
236,2004,1,47.86694444,-124.8141667,before
247,2004,1,44.56527778,-124.3233333,before
250,2004,1,43.94527778,-124.7052778,before
181,2004,0,43.40694444,-124.6130556,before
200,2004,0,46.56166667,-124.4283333,before
250,2004,1,44.0775,-124.4997222,before
250,2004,1,43.98333333,-124.2825,before
246,2004,1,44.31138889,-124.2572222,before
238,2005,1,47.83777778,-124.9294444,before
238,2005,1,47.62861111,-124.6988889,before
239,2005,1,46.65916667,-124.7025,before
239,2005,1,46.66166667,-124.5213889,before
231,2006,1,46.75194444,-124.7888889,after
150,2006,1,47.99027778,-125.0669444,after
151,2006,1,47.90416667,-124.9708333,after
151,2006,1,47.78777778,-124.8169444,after
234,2006,1,47.79694444,-124.8522222,after
234,2006,1,47.6875,-124.7080556,after
234,2006,1,47.63277778,-124.8886111,after
234,2006,1,47.44638889,-124.8144444,after
235,2006,1,46.73777778,-124.5155556,after
235,2006,1,46.78166667,-124.4427778,after
151,2006,1,47.70444444,-125.0627778,after
235,2006,1,46.79222222,-124.3366667,after
235,2006,1,46.27305556,-124.5452778,after
236,2006,1,45.91805556,-124.5727778,after
236,2006,1,45.83361111,-124.5122222,after
236,2006,1,45.87055556,-124.3047222,after
237,2006,1,45.75416667,-124.0433333,after
237,2006,1,45.76166667,-124.1977778,after
237,2006,1,45.59361111,-124.2058333,after
237,2006,1,45.49777778,-124.0838889,after
237,2006,1,45.47305556,-124.3180556,after
237,2006,1,45.19638889,-124.2983333,after
238,2006,1,44.84166667,-124.3858333,after
161,2006,1,44.46166667,-124.7102778,after
230,2006,1,45.72527778,-124.5233333,after
231,2006,1,45.77,-124.3925,after
155,2005,1,47.855,-124.8219444,before
248,2006,1,42.22805556,-124.5794444,after
147,2006,1,46.79305556,-124.8352778,after
147,2006,1,46.91611111,-124.6588889,after
150,2006,1,47.10388889,-124.5497222,after
150,2006,1,47.02444444,-124.6522222,after
150,2006,1,46.99611111,-124.8008333,after
151,2006,1,46.22222222,-124.3719444,after
151,2006,1,46.06527778,-124.4186111,after
151,2006,1,45.89416667,-124.5125,after
151,2006,1,45.95472222,-124.2380556,after
151,2006,1,45.90416667,-124.2372222,after
152,2006,1,45.55472222,-124.0997222,after
152,2006,1,45.64805556,-124.1005556,after
235,2006,1,47.68888889,-125.005,after
235,2006,1,47.39194444,-124.6163889,after
235,2006,1,46.96916667,-124.4083333,after
235,2006,1,46.91611111,-124.4875,after
235,2006,1,46.79027778,-124.5111111,after
235,2006,1,46.72583333,-124.4808333,after
237,2006,1,45.49388889,-124.0533333,after
237,2006,1,45.29583333,-124.1752778,after
237,2006,1,45.24,-124.2133333,after
153,2006,1,45.35444444,-124.2275,after
153,2006,1,45.31388889,-124.1255556,after
153,2006,1,45.32583333,-124.0863889,after
153,2006,1,45.26638889,-124.2561111,after
154,2006,1,45.07722222,-124.2877778,after
154,2006,1,45.02722222,-124.2588889,after
158,2006,1,44.84027778,-124.31,after
158,2006,1,44.70055556,-124.2427778,after
158,2006,1,44.39888889,-124.4547222,after
158,2006,1,44.31111111,-124.2286111,after
159,2006,1,44.26083333,-124.8236111,after
159,2006,1,44.11361111,-124.4094444,after
159,2006,1,43.92194444,-124.4638889,after
159,2006,1,43.90194444,-124.44,after
160,2006,0,43.94305556,-124.9147222,after
161,2006,1,43.58333333,-124.5108333,after
162,2006,1,43.38444444,-124.4772222,after
162,2006,1,43.25722222,-124.6655556,after
177,2005,1,41.61666667,-124.2894444,before
153,2005,1,46.82666667,-124.8622222,before
162,2006,1,43.25583333,-124.6891667,after
163,2006,0,43.02472222,-124.8094444,after
163,2006,1,43.05527778,-124.6677778,after
163,2006,1,42.95777778,-124.5675,after
164,2006,1,42.485,-124.5980556,after
164,2006,0,42.42777778,-124.6063889,after
166,2006,1,41.23583333,-124.2394444,after
171,2006,1,41.25611111,-124.3222222,after
162,2006,0,44.43055556,-124.3061111,after
162,2006,1,44.33166667,-124.3175,after
163,2006,1,44.13944444,-124.6944444,after
163,2006,1,43.96861111,-124.8572222,after
163,2006,1,43.8475,-124.5736111,after
164,2006,1,43.9325,-124.4411111,after
164,2006,1,43.80611111,-124.4138889,after
164,2006,1,43.7175,-124.3275,after
164,2006,1,43.41888889,-124.5736111,after
157,2007,1,43.75055556,-124.4805556,after
157,2007,1,43.83305556,-124.3716667,after
158,2007,1,43.64194444,-124.3016667,after
158,2007,1,43.63361111,-124.3738889,after
158,2007,1,43.64194444,-124.5466667,after
158,2007,1,43.01916667,-124.6230556,after
158,2007,1,43.15194444,-124.6919444,after
159,2007,1,43.57361111,-124.4166667,after
159,2007,1,43.74472222,-124.5447222,after
160,2007,1,43.305,-124.5936111,after
165,2007,1,42.48722222,-124.6136111,after
165,2007,1,42.10138889,-124.4825,after
165,2007,1,42.05666667,-124.4444444,after
140,2007,1,46.59888889,-124.6136111,after
141,2007,1,46.63083333,-124.6575,after
257,2007,0,41.69972222,-124.3216667,after
258,2007,1,41.64333333,-124.4272222,after
157,2007,1,43.785,-124.5416667,after
236,2007,1,45.56388889,-124.0775,after
144,2007,1,47.66277778,-124.6777778,after
144,2007,1,47.39666667,-124.6191667,after
144,2007,1,47.19888889,-124.6869444,after
144,2007,1,47.04861111,-124.7958333,after
145,2007,1,46.9625,-124.9005556,after
145,2007,1,46.87138889,-124.7675,after
145,2007,1,46.79527778,-124.8344444,after
145,2007,1,46.71888889,-124.5469444,after
144,2007,1,47.88944444,-125.1463889,after
145,2007,1,46.4175,-124.3380556,after
145,2007,1,46.36444444,-124.5202778,after
146,2007,1,46.02777778,-124.1316667,after
146,2007,1,45.8325,-124.1747222,after
146,2007,1,45.83861111,-124.2108333,after
146,2007,1,45.76527778,-124.3472222,after
147,2007,1,46.30694444,-124.4033333,after
147,2007,1,46.19805556,-124.2788889,after
151,2007,1,45.65055556,-124.1058333,after
151,2007,1,45.6175,-124.0322222,after
145,2007,1,47.63416667,-124.9655556,after
151,2007,1,45.68527778,-124.2805556,after
151,2007,1,45.58472222,-124.3275,after
151,2007,1,45.62027778,-124.4186111,after
145,2007,1,47.5375,-124.9625,after
145,2007,1,47.4,-124.7616667,after
146,2007,1,46.50388889,-124.3655556,after
146,2007,1,46.50444444,-124.4966667,after
146,2007,1,46.16916667,-124.4175,after
155,2007,1,44.53222222,-124.5341667,after
155,2007,1,44.6175,-124.5694444,after
156,2007,1,44.38083333,-124.7408333,after
156,2007,1,44.28194444,-124.8858333,after
153,2007,1,45.29777778,-124.2877778,after
153,2007,1,45.28388889,-124.2105556,after
153,2007,1,45.02138889,-124.1688889,after
175,2009,1,41.09583333,-124.2808333,after
146,2009,1,47.29472222,-124.7552778,after
146,2009,1,47.45166667,-124.825,after
147,2009,1,47.97138889,-125.5463889,after
152,2009,1,45.03777778,-124.2888889,after
152,2009,1,45,-124.1355556,after
160,2009,1,45.06111111,-124.3241667,after
161,2009,1,44.50083333,-124.5669444,after
162,2009,1,44.30833333,-124.3186111,after
162,2009,1,44.21694444,-124.5230556,after
162,2009,1,44.08777778,-124.7441667,after
174,2009,1,41.15861111,-124.3255556,after
174,2009,1,41.31888889,-124.3508333,after
243,2007,1,44.32111111,-124.8347222,after
243,2007,1,44.18444444,-124.6366667,after
243,2007,0,44.23638889,-124.2622222,after
145,2009,1,47.02638889,-124.7211111,after
145,2009,1,47.25222222,-124.7488889,after
145,2009,1,47.35555556,-124.7775,after
146,2009,1,47.99361111,-125.5130556,after
149,2009,1,45.93027778,-124.1680556,after
150,2009,1,45.83333333,-124.2283333,after
150,2009,1,45.65888889,-124.1080556,after
150,2009,1,45.72166667,-124.2702778,after
160,2009,1,44.64722222,-124.4591667,after
160,2009,1,44.66916667,-124.585,after
161,2009,1,44.50611111,-124.6427778,after
161,2009,1,44.34805556,-124.63,after
161,2009,1,44.15166667,-124.7502778,after
161,2009,0,44.28972222,-124.6344444,after
162,2009,1,44.395,-124.3619444,after
162,2009,1,44.40888889,-124.2491667,after
167,2009,1,42.76861111,-124.6958333,after
167,2009,1,42.61305556,-124.6794444,after
167,2009,1,42.63388889,-124.5297222,after
143,2008,1,46.66555556,-124.3727778,after
143,2008,1,46.5325,-124.4872222,after
143,2008,1,46.46138889,-124.3,after
143,2008,1,46.45333333,-124.2683333,after
144,2008,1,45.73555556,-124.1316667,after
144,2008,1,45.73027778,-124.4625,after
144,2008,1,45.53666667,-124.3630556,after
249,2008,1,44.2,-124.5538889,after
235,2008,1,46.18611111,-124.4794444,after
157,2008,1,42.89166667,-124.735,after
240,2008,1,46.09777778,-124.1644444,after
240,2008,1,45.90194444,-124.0744444,after
241,2008,1,45.72722222,-124.105,after
241,2008,0,45.63055556,-124.0738889,after
241,2008,1,45.62138889,-124.3205556,after
241,2008,1,45.63694444,-124.3755556,after
241,2008,0,45.48805556,-124.1502778,after
241,2008,1,45.36777778,-124.2425,after
241,2008,1,45.19333333,-124.3002778,after
247,2008,1,44.65694444,-124.2677778,after
253,2008,1,42.85027778,-124.7136111,after
254,2008,1,42.71444444,-124.6569444,after
255,2008,1,42.69222222,-124.5180556,after
255,2008,1,42.51694444,-124.6130556,after
171,2010,1,41.06694444,-124.2719444,after
144,2010,1,47.12861111,-124.9322222,after
248,2010,1,44.33222222,-124.3513889,after
249,2010,1,44.14,-124.2761111,after
150,2010,1,46.70222222,-124.6483333,after
150,2010,1,46.68361111,-124.5175,after
167,2010,1,42.69805556,-124.5944444,after
167,2010,1,42.595,-124.6813889,after
167,2010,1,42.47972222,-124.7522222,after
168,2010,1,42.04194444,-124.5372222,after
169,2010,1,41.89888889,-124.4861111,after
169,2010,1,41.78416667,-124.4058333,after
255,2009,1,43.27416667,-124.7027778,after
256,2009,0,42.94166667,-124.5622222,after
256,2009,0,42.92666667,-124.6219444,after
256,2009,1,42.6,-124.7011111,after
143,2010,1,46.30722222,-124.6211111,after
143,2010,1,46.68833333,-124.7655556,after
234,2010,1,46.33472222,-124.5841667,after
234,2010,1,46.32166667,-124.2891667,after
235,2010,1,47.06805556,-124.6125,after
235,2010,1,47.15472222,-124.7475,after
235,2010,1,47.17333333,-124.8530556,after
235,2010,1,47.55361111,-124.9963889,after
235,2010,1,47.73805556,-124.9169444,after
236,2010,1,47.86472222,-124.7722222,after
155,2010,1,45.80305556,-124.2841667,after
156,2010,1,45.24,-124.0508333,after
167,2010,0,42.95277778,-124.56,after
167,2010,1,42.94694444,-124.7663889,after
167,2010,1,42.52416667,-124.6008333,after
168,2010,1,42.28416667,-124.5758333,after
233,2011,1,45.85805556,-124.0636111,after
233,2011,1,45.85888889,-124.3016667,after
238,2011,1,46.40805556,-124.5427778,after
238,2011,1,46.41611111,-124.2686111,after
246,2011,0,44.27916667,-124.3577778,after
246,2011,1,44.22055556,-124.6002778,after
246,2011,1,44.15777778,-124.7005556,after
250,2010,1,43.75083333,-124.3722222,after
257,2011,1,42.10361111,-124.5441667,after
257,2011,1,41.97527778,-124.5413889,after
258,2011,0,41.68361111,-124.2952778,after
234,2011,1,47.96111111,-124.9227778,after
239,2011,1,45.43111111,-124.2266667,after
247,2010,1,44.64333333,-124.5261111,after
234,2010,1,47.57222222,-124.9575,after
236,2010,1,47.95916667,-125.1436111,after
251,2011,1,44.35527778,-124.6041667,after
251,2011,1,44.35333333,-124.6838889,after
252,2011,1,44.26527778,-124.3841667,after
252,2011,1,44.14583333,-124.2977778,after
252,2011,1,43.87555556,-124.2891667,after
148,2011,1,46.05472222,-124.3216667,after
148,2011,1,45.96805556,-124.2127778,after
149,2011,1,44.90861111,-124.4119444,after
