"","arrowtooth flounder","big skate","bocaccio","butter sole","California skate","canary rockfish","chilipepper","curlfin sole","darkblotched rockfish","Dover sole","English sole","flathead sole","greenspotted rockfish","greenstriped rockfish","kelp greenling","lingcod","longnose skate","Pacific cod","Pacific ocean perch","Pacific sanddab","Pacific spiny dogfish","petrale sole","pygmy rockfish","quillback rockfish","redbanded rockfish","redstripe rockfish","rex sole","rosethorn rockfish","rougheye and blackspotted rockfish","sablefish","sand sole","sandpaper skate","sharpchin rockfish","shortbelly rockfish","shortspine thornyhead","silvergray rockfish","southern rock sole","splitnose rockfish","spotted ratfish","starry flounder","starry skate","stripetail rockfish","widow rockfish","yelloweye rockfish","yellowtail rockfish"
"200503008072",0.470053081593573,0,0,0,0,0,0,0,0,0,3.0058079442166,0,0,0,0,0,0.470053081593573,0,0,2.73449081461732,0,1.02970419113774,0,0,0,0,2.69475013884616,0,0,0,0,0,0,0,0,0,0,0,1.2238685163643,0,0,0,0,0,0
"200503008074",0,0,0,0,0,0,0,0,0,0.452461216746705,2.9898066294551,0,0,0,0,0,0,0,0,2.31794948698366,0,2.31794948698366,0,0,0,0,2.6504259329626,0,0,0,0,0,0,0,0,0,0,0,0.999355583502602,0,0,0,0,0,0
"200503008075",0,0.417188620505065,0,0,0,0,0,0.710681308479491,0,0.417188620505065,3.74750443686947,0,0,0,0,0.417188620505065,1.53122147839663,0,0,4.02311719315262,0,2.38288188930731,0,0,0,0,2.47413752168502,0,0,0,0,0,0,0,0,0,0,0,2.10992740729468,0,0,0,0,0,0
"200503008078",0,0.427462541972268,0,0,0,0,0,0.427462541972268,0,0,3.96530002123543,0,0,0,0,0.955544223589829,1.29932172231593,0,0,3.99519019645241,0,2.76846327256359,0,0,0,0,3.52837109021979,0,0,0,0,0,0,0,0,0,0,0,2.00152606707308,0,0,0,0,0,0
"200503008079",2.03935514676146,0,0,0,0,0,0,0,0.933282608785529,2.73435872582685,3.92957301283505,0,0,0.933282608785529,0,1.72784794259554,1.5260489520152,0,0,3.42843281490609,0,3.39449931516586,0,0,0,0,4.57646742662098,0,0,0.70732705262746,0,0,0,0,0,0,0,0,2.4680909339728,0,0,0.70732705262746,0,0,0
"200503008080",2.39358264301615,0,0,0,0,0,3.48475212994201,0,1.36794042537081,5.13004292442925,1.83562594431813,0,0,2.15302420990444,0,2.33864817619179,0.460868769150109,0,0,0,0,0.460868769150109,0,0,0,0,3.58704179962301,0,0,1.20651051470313,0,1.01390818704272,0.775142544473733,0,0,0,0,1.73758592926303,2.67175737081931,0,0,5.13694645264618,0,0,0
"200503008089",3.18749296167492,0,0,0,0,0,6.84027910310164,0,0,5.79691932040396,2.10734461490453,0,0,3.91274412783217,0,2.38021385788943,1.63497956728996,0,0,0,0,1.73086272441761,0,0,0,1.73086272441761,3.64189734541524,0,0,2.5550458965586,0,0,0.416186856636582,1.52891829987741,0,0,0,0,1.27559901367295,0,0,7.86956571912614,0,0,0
"200503008090",1.45153197824814,0,0,0,0,0,0,0,0,2.68263282095414,4.66507698189535,0,0,0,0,0.434986209434507,1.45153197824814,0,0,5.81427766936357,0,3.72148433408502,0,0,0,0,5.42561423548034,0,0,2.32864358250871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200503008091",0.910260792042359,0,0,0,0,0,1.37875123787463,0,3.69148165083103,4.79812345252642,2.51646780726972,0,0,2.18827831380406,0,0.402119631441099,2.43315654633837,0,0,0,0.402119631441099,0,0,0,0,0,1.37875123787463,0,0,1.69651640068734,0,0.910260792042359,0,0,0,0,0,4.00649517072381,2.13118597425868,0,0,5.4580326501347,0,0,0
"200503008093",1.17896823489763,0,0,0,0,0,0,0.446449998922338,0,2.11815841404313,4.92543576362665,0,0,0.446449998922338,0,0,0.754011346569497,0,0,4.96939414738733,0,1.80250006788966,0,0,0,0,5.11130732818584,0,0,1.47625555081094,0,0,0,0,0,0,0,0,0,0,0,3.02996021260012,0,0,0
"200503010012",0.920416531569064,0,0,0,0,0.562564523655011,0,0,0,3.57620681282626,0,0,0,0.562564523655011,0,0,1.39144895649233,0,0,0,0,0.920416531569064,0,0,0,0,4.1772949119606,0,0,0,0,0.562564523655011,0,0,0,0,0,0,1.18341402631583,0,0,0,0,0,0
"200503010013",2.92533364340538,1.59332859687077,0,0,0,0.835817747841488,0,0,0.502803404389565,4.25213258345831,0,1.71801398541957,0,0.502803404389565,0,0.835817747841488,1.28464892258598,0,0,4.28865612671668,0.835817747841488,2.95978349299652,0,0,0,0,4.86025074573432,0,0,0.835817747841488,0,0.835817747841488,0,0,0,0,0,0,1.92864017660764,0,0,0,0.835817747841488,0,0
"200503010017",2.6150161454814,0.510849951158477,0,0,0,0,0,0,2.1972786374045,3.59279473710926,0,2.94449659571573,0,1.46638385171501,0,0.510849951158477,1.94596227845727,0,0,0,1.46638385171501,0.847332613623874,0,0,0,0,3.320286938346,0,0.510849951158477,0,0,0.510849951158477,0,0,0,0,0,0,2.03693481214148,0,0,0,0,0,0.510849951158477
"200503010020",2.72634204495933,0,0,0,0,0,0,0,0.50013878967288,4.10599987952041,0.50013878967288,3.54804735686659,0,3.58472116137389,0,0,1.92286828520251,0.50013878967288,0,0,1.58794880099205,0.50013878967288,0,0,0,0,3.78033465384839,0,0,0,0,0,0,0,0,0,0,0,0.50013878967288,0,0,0,0,0,2.17331903030813
"200503010021",2.97411975681166,0,0,0,0,0,0,0,0,4.28546549411186,0.508803306064119,2.61026766413182,0,2.82844842349059,0,0,2.39329316707493,0,0,0,2.03248035411106,0,0,0,0.844407581559826,0,3.75625467947235,0,1.09523948349174,0.844407581559826,0,0,1.73043299302364,0,0,0,0,0,0.844407581559826,0,0,0,0,0.508803306064119,1.09523948349174
"200503010031",4.95300989821299,0,0,0,0,1.21878055684972,0,0,2.35444094102028,5.53106586448754,0.467353208758005,0,0,2.4094648153948,0,0,1.75199933024048,0.467353208758005,0,0,2.16847573298163,2.55841256532857,0,0,0.467353208758005,0,4.4703341323306,0,0,2.64665898687547,0,0.467353208758005,0,0,0,0,0,0.467353208758005,0.784599877142867,0,0,0,0,0,0
"200503010032",1.96185516930206,0.518298283306618,0,0,0,0,0,0,0,3.26305372015388,0,2.35217003545381,0,0.518298283306618,0,0.518298283306618,1.62432780480388,0,0,0,1.48065835391817,1.62432780480388,0,0,0,0,3.76371788420164,0,0,0,0,0,0,0,0,0,0,0,0.857956072934834,0,0,0,0,0,1.11103587786346
"200503010034",0,0,0,0,0,0,0,0,0,4.36780159154778,3.3739744887094,0,0,0.513597910428756,0.513597910428756,1.61497482142912,0,0,0,4.84049440908251,1.47166158567459,1.9518413809066,0,0.513597910428756,0,0,3.30249791503239,0,0,0,0,0.513597910428756,0,0,0,0,0,0,0,0,0,0,0,0,0
"200503010035",0,1.7439907402861,0,0,0,0,0,0,0,5.19498128822745,3.96880741900282,0,0,0.515397340580191,0,0,0,0,0,6.22664224707355,1.10622024638328,2.04679390837908,0,0,0,0,5.45664100842354,0,0,0,0,0.515397340580191,0,0,0,0,0,0,0,0,0,0,0,0,0
"200503010036",2.20109499486228,0.512569165682022,0,0,0,0,0,0,3.30002914315418,4.63254617949425,0.512569165682022,3.4803175074851,0,2.04066836436708,0,0,2.83731096736403,0,0,0,0,2.20109499486228,0,0,0,0,3.85440834626758,0,0.849787704962893,0.512569165682022,0,0.849787704962893,0,0,0,0,0,0,1.84949377487397,0,0,0,0,0,0.849787704962893
"200503010038",2.36355336056109,0,0,0,0,0,0,0,0,5.88230694453601,0.523402708053539,0.523402708053539,0,1.63443586072147,0,0,0.865217074329299,0,0,0,0.523402708053539,0,0,0,0,0,5.27625742447883,0,0,0.523402708053539,0,0.523402708053539,0,0,0,0,0,0,1.87212316832679,0,0,0,0,0,0
"200503010039",0,1.36617824742217,0,0,0,0,0,0,0,3.13124808178892,5.30352007458856,0,0,0,0,0,0,0,0,5.04373414402996,0,2.41780378717147,0,0,0,0,5.74071232156092,0,0,0,0,0.548170462463748,0,0,0,0,0,0,0.900230343842186,0,0,0,0,0,0
"200503010040",0.844271047943232,2.83929420336766,0,0,0,0,0,0,0,5.25048254351706,5.03815647050268,0,0,0,0,1.29542908487172,0,1.94136648784485,0,4.23849533217955,0,3.07071740344913,0,0,0,0,4.92440171794154,0,0,0.50870781741057,0,0.50870781741057,0,0,0,0,0,0,3.13042241535985,0,0,0,0,0,0
"200503010041",0,2.62794278259136,0,0,0,0,0,0,0,4.01491226178892,4.77642962498238,0,0,0,0.51893093337891,0,0,0.51893093337891,0,4.89008367736818,0,3.03142185175485,0,0,0,0,4.4143443619547,0,0,0,0,1.31397139129568,0,0,0,0,0,0,1.75121744880376,0,0,0,0,0,0
"200503010042",0.495611962815521,1.07312605989295,0,0,0,0,0,0,0,2.62684371793782,3.43883402354445,0,0,0,0,0,1.07312605989295,0,0,4.80075723578986,0.82549253156021,2.30068675059395,0,0,0,0,2.62684371793782,0,0,1.07312605989295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200503010043",3.05241161291045,0.501094453225337,0,0,0,0,0,0,1.82522868290974,3.8946525346481,0,3.65662866836235,0,0.833367024008491,0,0.833367024008491,1.28151890407634,0,0,2.31326524611679,0,1.82522868290974,0,0,0,0,4.8457777979456,0,0,0,0,0.501094453225337,0,0,0,0,0,0,2.09872856732216,0,0,0,0,0,0
"200503010051",0.510819087269828,0.847288522522892,0,0,0,0,0,0,0,3.4760828539211,4.08875744973189,0,0,0.510819087269828,0,0.510819087269828,0.510819087269828,0,0,4.59510367387995,0.847288522522892,3.04450687456775,0,0,0,0,3.1918314827268,0,0,0.847288522522892,0,0,0,0,0,0,0,0,2.45672083219655,0,0,0,0,0,0
"200503010052",0,1.36827823196461,0,0,0,0,0,1.36827823196461,0,1.68507792331052,4.27691724765638,0,0,0,0,0,0.549360635182254,0,0,5.16203023911936,0,2.75001738419827,0,0,0,0,3.16532739685328,0,0,0,0,0,0,0,0,0,0,0,3.52478674562905,0,0.549360635182254,0,0,0,0
"200503010053",4.17010794919517,1.4286853117339,0,0,0,0,0,0,3.26037800708214,4.56669612531724,1.35168475331576,0,0,4.18110956180959,0,0.539985776461052,1.66693194079515,0,0,0,0,2.40005243221537,0,0,0.539985776461052,0,4.0895089106617,0,0,1.35168475331576,0,0,0,0,0,0,0,0,0.539985776461052,0,0,0,0,0,0
"200503010054",0,1.33153540796855,0,0,0,0,0,0,0,2.30829607378415,4.22801833246775,0,0,0,0,0,0.528693040169482,0,0,6.20590323908518,0.528693040169482,2.83464798637321,0,0,0,0,2.79286262938106,0,0,0,0,0.528693040169482,0,0,0,0,0,0,0.528693040169482,0,0,0,0,0,0
"200503010059",0,1.08488356201593,0,0,0,0,0,0.502611025670769,0,2.37912717952632,4.47566749743594,0,0,0,0,0.502611025670769,0,0,0,5.90453801983912,1.45047940088169,2.95932183471046,0,0,0,0,4.82368705548491,0,0,0,0.502611025670769,0,0,0,0,0,0,0,1.45047940088169,0,0,0,0,0,0
"200503010060",0,0,0,0,0,0,0,0,0,0,2.62807758752699,0,0,0.855405852602162,0,2.13272266248199,0,0,0,4.72354978204508,0,1.6207707835739,0,0,0,0,1.30959088507121,0,0,0,0,0,0,0,0,0,0.51650811349621,0,3.83520713542294,0,0,0,0,0,0
"200503010061",0,0,0,0,0,0,0,0,0,2.15710809853214,1.12664870347351,0,1.98181468368838,3.28536341865953,1.32982961315419,2.74708473106358,0,0,0,0,0,1.12664870347351,0,0,0,0,1.76912158911081,1.49861785455886,0,0,0,0,0,0,0,0,1.88111230359728,0,1.98181468368838,0,0,0,0,0.871376877601412,0
"200503010064",0,0,0,0,0,0,0,0,0,0,1.78270563649934,0,2.32094393798434,1.9959298701148,0,0.880920774003535,0,0,0,0,0,0.880920774003535,0,0,0,0,1.13773073177596,1.13773073177596,0,0,0,0,0,0,0,0,0,0,0.880920774003535,0,0,0,0,0,0
"200503010068",0,1.63207063593077,0,0,0,0,0,0,0,3.89585071487418,4.68190714909148,0,0,0,0,0,0.777285306020578,0,0,5.35108603754036,2.75330895212873,3.5238760134756,0,0,0,0,4.18442449228108,0,0,1.50998763034448,0,0,0,0,0,0,0,0,2.22234071735063,0,0,0,0,0,0
"200503010069",2.05606316841753,0,0,0,0,0,0,0,0,3.72016722758696,4.25405887166794,0,0,0,0,0.482153512183421,0.482153512183421,0,0,5.44179484129308,1.55124727099224,2.54722468991262,0,0,0,0,3.31930056447783,0,0,1.55124727099224,0,0,0,0,0,0,0,0,2.33150056431,0,0,0,0,0,0
"200503010071",4.64516722659246,0,0,0,0,0,0,0,0,5.46806313225068,2.52802762060667,0,0,3.64542280999173,0,1.11004299839711,2.13532464879695,0,0,0,1.11004299839711,1.86024389079587,0,0,0,0,3.02852495482227,0,0,3.09208970727278,0,0,0,0,0,0,0,0,2.52802762060667,0,0,0,0,0,0.85710358949552
"200503010072",2.94460237450533,0,0,0,0,0.482917828373137,0,0,1.05165699193856,4.79425023757757,2.91138868298536,0,0,4.2017697235309,0,2.05780462734974,1.78613932715755,0,0,0,3.17678129157144,2.05780462734974,0,0,0,0,3.03809683354155,0,0,2.13411443912326,0,0.482917828373137,0,0,0,0,0,0,2.59644312891762,0,0,0,0,0,0
"200503010074",0.860359485546924,0.51998664374993,0,0,0,0,0,0,0,1.48388056729499,4.17605491431243,0,0,0,0,0,0.51998664374993,0,0,4.32199215622494,0,3.53858706401968,0,0,0,0,3.24072289551643,0,0,0,0,0,0,0,0,0,0,0,1.11383436043531,0,0,0,0,0,0
"200503010078",0.834352588333132,0,0,0,0,0,0,0,0,2.37722100326955,4.22128703206657,0,0,0,0,0.501781559542237,1.71589092275343,0,0,4.15197606047652,0,1.82669046114398,0,0,0,0,3.75434681951734,0,0,0,0,0,0,0,0,0,0,0,0.501781559542237,0,0,0,0,0,0
"200503010081",0.777627698015758,0.46257085200815,0,0,0,0,0,0,0,3.6543321393242,4.62656059893696,0,0,0,0,1.63258035016169,1.0168434843262,0,0,4.45762086702698,3.6543321393242,3.33416600044152,0,0,0,0,4.18504840438117,0,0,1.20973812575133,0,0,0,0,0,0,0,0,2.01085056505125,0,0,0.46257085200815,0,0,0
"200503010086",0,0.829555991445322,0,0,0,0,0,2.00975694427455,0,0.829555991445322,3.29011736535347,0,0,0,0,0,0,0,0,4.84418172842802,1.07788259548459,2.63354266113566,0,0,0,0,3.04598142306727,0,0,0,0,0,0,0,0,0,0,0,0,0.498439444725798,0,0,0,0,0
"200503010087",0,5.65443631732332,0,0,0,0,0,1.08283455600773,0,1.44810974474999,3.47347500414278,0,0,0,0,2.01625244352047,0,0,0,5.61230419924206,2.77091815631304,2.9219427877898,0,0,0,0,2.95638611710711,0,0,0,0,0,0,0,0,0,0,0,2.2474069735014,0,0,0,0,0,0
"200503010088",0,3.12556584057345,0,0,0,0,0,0,0,2.38550565424637,4.47265395255653,0,0,0,0,1.86876809021295,2.02503419176969,0,0,5.71722850479304,2.38550565424637,2.64990824346479,0,0,0,0,4.61255893691916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"200503010091",2.40683432840503,0,0,0,0,0,0,0,0.852926016053921,3.44350023862696,4.07583458848822,0,0,0.852926016053921,0,0.852926016053921,2.40683432840503,0,0,3.52604625983322,3.5060397225534,0.852926016053921,0,0,0,0,4.80553829421683,0,0,0.852926016053921,0,1.30644060972583,0,0,0,0,0,0,0,0,0,1.10517539834073,0,0,0
"200503017005",2.36323271435691,0,0,0,0,0,0,0,0,4.90710147503241,1.10736296835256,0,0,4.62312571641006,0,1.39613351119592,1.10736296835256,0,0,0,0,1.10736296835256,1.71547692860812,0,0,0.924169781407014,4.38869080504913,3.58226356269693,0,0.409850019719383,0,0.699717358697412,4.66693388862958,0,1.39613351119592,0,0,0,1.71547692860812,0,0,0,0,0.409850019719383,1.80268590621578
"200503017006",0,0,0,0,0,0,0,0,0,0,1.19705666648427,0,0,0,0,0,0.455898220099391,0,0,0.455898220099391,0.455898220099391,1.19705666648427,0,0,0,0,0.455898220099391,0,0,0,0,0.455898220099391,0,0,0,0,0,0,1.19705666648427,0,0,0,0,0,0
"200503017007",0.421846260666123,0.421846260666123,0,0,0,0,0,0,0,1.54189084292252,3.72346455589632,0,0,0,0,0.421846260666123,0,0,0,4.5750579107954,0.421846260666123,2.05694835042908,0,0,0,0,2.87879224250763,0,0,0,0,0,0,0,0,0,0,0,2.24032508581095,0,0,0,0,0,0
"200503017020",2.17814457364641,0,0,0,0,0.378835542477506,0,0,0,4.34971967499358,1.32534854460596,0,0,5.14409125345455,0,1.04462457764718,1.54429387409438,0.378835542477506,0,0,0.378835542477506,1.19480512754155,0,0,1.04462457764718,0,4.31338972588196,3.60890126838026,0,0.652932097831464,0,0.86783485514605,3.55772033399159,0,0.378835542477506,0,0,0,2.00796693746885,0,0,0.378835542477506,0,0,4.12385370635575
"200503017033",0,0.383242166276132,0,0,0,0,0,0,0,3.60987846676078,4.54265220728743,0,0,0,0,0.875926865357239,0.875926865357239,0,0,4.57686175799178,1.33557971986137,1.33557971986137,0,0,0,0,4.29578978793614,0,0,0,0,0.383242166276132,0,0,0,0,0,0,2.64453736425751,0,0,0,0,0,0
"200503017034",2.86466753012359,0,0,0,0,2.52813556785183,0,0,0,4.05435545919839,0,0,0,4.97241110456429,0,1.79393990060289,1.10035701394473,0.406337851254382,0,0,0.694456009815635,0.694456009815635,0,0,0.406337851254382,0,2.48730486304277,3.55788936273078,0,0.694456009815635,0,0.694456009815635,2.3537423616248,0,0,0,0,0,1.10035701394473,0,0,0,0,0.406337851254382,4.99303076203007
"200503017035",4.0229901088642,0,0,0,0,0.633909915804931,0,0,1.16702318466115,4.7463280765879,1.16702318466115,0.844772978610502,0,0,0,1.60590129023038,1.76939701135993,0,0,0,1.60590129023038,1.51289727522213,0,0,0,0,3.94904051116508,0.366366020613489,0,1.01882295109258,0,1.69098679221311,0,0,0,0,0,0.366366020613489,0.366366020613489,0,0,0,0.366366020613489,0,1.97335350371807
"200503017037",4.96053833997512,0,0,0,0,0,0,0,1.3562050686283,4.10346398257171,0,0.892292163191931,0,2.26636775232807,0,1.47285611012044,1.3562050686283,0,2.79530720399361,0,0.892292163191931,0.892292163191931,0,0,0.392203734132845,0,3.13944318125148,0,0,1.75827034274341,0,1.3562050686283,0,0,1.22412721671642,0,0,0,2.56540935923111,0,0,0,0,0,5.84866826558476
"200503017038",3.15182693646333,1.43436103425589,0,0,0,0,0,0,1.84502701205574,4.59552564041263,0.427113790375586,2.25394439990602,0,0,0,0.954927127542605,1.7570720320882,0,0,0,0,2.25394439990602,0,0,0,0,3.46273046037346,0,0.725446953750323,0,0,0,0,0,0,0,0,0.427113790375586,1.84502701205574,0,0,0.725446953750323,0,0,0
"200503017039",0,0,0,0,0,0,0,0.38228495480318,0,1.95347937717815,4.97911157377611,0.658172291526171,0,0,0,0,0,0,0,4.84930208148697,0.658172291526171,0.38228495480318,0,0,0,0,2.82324669874697,0,0,0,1.2024160890437,0,0,0,0,0,0,0,1.2024160890437,0,0,0,0,0,0.38228495480318
"200503017040",0.370764528089515,1.7812478465569,0,0,0,0,0,0,0.370764528089515,3.17349911730134,2.94199783706031,0,0,0,0,0,0,0,0,4.95221141514435,0.852935772433111,1.70264018425621,0,0,0,0,3.77597365241756,0,0,0,0,0,0,0,0,0,0,0,0.370764528089515,0,0,0,0,0,0.370764528089515
"200503017041",0.877606428218804,0,0,0,0,0,0,0,0.877606428218804,3.99627528842026,3.40251239033037,0,0,0,0,0.384158831913061,0.661015078226921,0.384158831913061,0,4.65822210005162,0,2.77184574340053,0,0,0,0,3.97890394292142,0,0,0.661015078226921,0,0.384158831913061,0,0,0,0,0,0,0,0,0,0,0,0,0
"200503017042",2.91362230404119,0,0,0,0,0,0,0,3.31531650117859,4.67028764831805,1.21666786827583,1.42741069989918,0,0.949317935860782,0,0,0.782969593989355,0,0,0,0.949317935860782,2.27333201602522,0,0,0,0,4.46052721468377,0,2.4921823248883,0.782969593989355,0,1.09190091805072,0,0,0,0,0,0,0,0,0,0,0,0,0
"200503017043",3.72634830955097,0.669664026632305,0,0,0,0,0,0,1.66602878448271,5.648046782715,0,0,0,1.06717725073116,0,0,1.21904430100038,0,0,0,1.57159552383017,1.21904430100038,0,0,0,0,5.60863094682265,0,0,0.669664026632305,0,1.35085954261055,0,0,0.389871104255203,0,0,1.35085954261055,1.57159552383017,0,0,0,0,0,0
"200503017044",0.582268689389702,0.947863037301612,0,0,0,0,0,0,0,3.38247045191461,4.29985000222127,0,0,0,0,1.67625929151589,0.582268689389702,0.332928463794747,0,5.50182684096896,0.332928463794747,3.08819829531352,0,0,0,0,3.68172025944252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332928463794747
"200503017046",0,0.73590577193039,0,0,0,0,0,0,0,2.32656139681078,3.60775806170408,0,0,0,0,0,0.73590577193039,0,0,6.1805328803446,0.43417300451679,3.21575817101818,0,0,0,0,3.77063225918621,0,0,0,0,0,0,0,0,0,0,0,2.51909904521344,0,0,0,0,0,0
"200503017050",1.82459741197826,0,0,0,0,0.360020079853526,0,0,0.832941551836238,3.83950845228319,1.75214163740464,0,0,0.624180947176054,0,0.624180947176054,1.28097528220438,0,0,4.38582627997745,0,1.58928087000148,0,0,0,0,3.32748654611587,0,0,1.89215616749639,0,0.360020079853526,0,0,0,0,0,0,1.75214163740464,0,0,0,0,0,0
"200503017053",1.23839999015382,0.398788048755347,0.398788048755347,0,0,0,0.398788048755347,0,4.19964080158476,4.6196019815767,2.42395043822792,0.398788048755347,0,3.36491413803837,0,0,1.7749824759074,0,0,4.50184354361551,0.683114798095786,1.5933374309242,0,0,0,0,3.69390236617391,0,0,1.85476486481761,0,0.398788048755347,0,0,0,0,0,0,1.4884276690139,0,0,0,0,0,0
"200503017057",4.00807284195723,0,0,0,0,0.712579227968998,0,0,0,4.12383512895894,2.17410732960876,0,0,3.45498148814697,0,0,1.53414406351932,0,0,0,0.418461671407149,0.939564283686759,0,0,0,0,4.04514004066717,0,0,0.418461671407149,0,1.28040881674777,0,0,0,0,0,0,2.04834901785181,0,0,0,0,0,0
"200503017059",1.99219474803993,1.3553203946182,0,0,0,0,0,0,0,3.95562751553073,1.91043196075134,0.454636564526308,0,0,0,0,1.00312947540612,0,0,4.67736172492766,0,0.454636564526308,0,0,0,0,3.61799660856757,0,0,1.00312947540612,0,0,0,0,0,0,0,0,0,0,0,1.3553203946182,0,0,0
"200503017060",0.846638157439343,1.02091235097642,0,0,0,0,0,0,1.29844328663898,3.50876546872294,3.18156593031597,0.635445513568015,0,0.635445513568015,0,0,1.02091235097642,0,0,4.22650653447083,0.367369609541097,1.69365315471039,0,0,0,0,2.97782913841719,0,0,1.02091235097642,0,0.846638157439343,0,0,0,0,0,0,1.02091235097642,0,0,0.367369609541097,0,0,0
"200503017063",1.39200407492015,0.920861108002919,0,0,0,0,0,0,0,4.06791809616995,2.71515067818721,0.408006784326171,0,0,0,0,0.408006784326171,0,0,4.4442675931411,0.920861108002919,1.39200407492015,0,0,0,0,3.32151617382618,0,0,2.95164584650544,0,0,0,0,0,0,0,0,0.920861108002919,0,0,0,0,0,0
"200503017064",1.51307948652843,1.42245318782418,0,0,0,0,0,0,0.779430725463968,3.55057330481815,3.2945425758296,0,0,1.67288448669437,0,0.58043778804301,1.21207832305301,0,0,5.09908469062233,0.331754162635892,0.779430725463968,0,0,0,0,2.60927007093048,0,0,1.32278778166597,0,0,0,0,0,0,0,0,1.21207832305301,0,0,0,0,0,0
"200503017066",0,1.7760952926022,0,1.50514780956471,0,0,0,1.33601517056177,0,2.91907243490176,5.11876262631979,0,0,0,0,0,0,0,0,6.48677224011296,1.50514780956471,3.02660035638604,0,0,0,0,2.55849674436906,0,0,0,0.8762716543431,0,0,0,0,0,1.13233447086673,0,3.62300997135719,0,0,0,0,0,0
"200503017068",0,0.481755031687868,0,2.13143583518746,0,0,0,2.33055985630801,0,3.06451804788633,5.28105195726004,0,0,0,0,0,0,0,0,6.59060725996621,1.40966067297679,2.49654176335301,0,0,0,0,3.62476420614884,0,0,0,1.88254707223311,0,0,0,0,0,0.805504996779612,0,3.06451804788633,0.481755031687868,0,0,0,0,0
"200503017070",0,2.71095662286222,0,3.98273724315398,0,0,0,0.694705242667553,0,1.87443747709007,4.59820214747033,0,0,0,0,0,0,0,0,6.91535578975331,0,2.14281404904026,0,0,0,0,4.13823051421268,0,0,0.406504085861805,2.01760212065505,0,0,0,0,0,0.694705242667553,0,0.918160115308045,2.60557307358831,0,0,0,0,0
"200503017075",0.900321880611787,0,0,0,0,0,0,0,0,3.91535005566147,3.48559644216637,0,0,2.4179442654647,0,0.396625024371712,0.679857576036979,0,0,0,0,0.396625024371712,0,0,0,0,3.30641438805027,0,0,0.396625024371712,0,0,0,0,0,0,0,0,0.679857576036979,0,0,0.679857576036979,0,0,0
"200503017076",0,0,0,0,0,0,0,0,0,0.414485451611575,0,0,0,3.97755520505667,1.2719936172657,0,0,0,0,1.63095158346147,0,1.96894294439154,1.40647690267015,0,0,4.10390934015056,0,1.96894294439154,0,0,0,0,0,0,0,0,1.52499967344569,0,1.63095158346147,0,0,0,0,0,0
"200503017077",1.46263387213206,0.977821451126176,0,0,0,0,0,0,0,4.73434355387225,2.98558713539023,0,0,0,0,0,1.16675178187053,0,0,5.56184833572944,0.440115116282766,2.48970507007222,0,0,0,0,4.20984820918533,0,0,1.95752044193447,0,0,0,0,0,0,0,0,1.69066535166047,0,0,0,0,0,0
"200503017078",3.19908952214185,0,0,0,0,0,0,0,0,4.26295477894831,0.412832165978364,0,0,2.65944635320634,0,2.15945011972227,1.52118352571594,0,0,4.39111343893901,0.704177514242621,0.929512606897316,0,0,0,0.412832165978364,4.21881588306625,0,0,0,0,0,0,0,0,0,0,0,0.704177514242621,0,0,0,0,0,2.82398460495865
"200503017079",2.20314404691127,0,0,0,0,0,0,0,0,4.88449434056142,0.387797528706725,0,0,2.09260088728399,0,0,0.66652736202767,0,0,3.03959208265741,0.387797528706725,2.34895588671723,0,0,0,0,5.19597555463598,0,0,0,0,0.387797528706725,0,0,0,0,0,0,0.387797528706725,0,0,0,0,0,0.66652736202767
"200503017087",0.83202411728615,0.623427397601855,0,0,0,0,0,0,0,1.75079969103117,4.4213011269011,0,0,0,0,0,1.39341542209315,0,0,5.02670085052702,0,3.06033912377458,0,0,0,0,2.88332196847918,0,0,0.359529456346678,0,0,0,0,0,0,0,0,2.35312732533705,0,0,0,0,0,0
"200503017088",0,0,0,0,0,0.4077949009067,0,0,0,0,0,0,0.4077949009067,1.50950516048663,1.39152878256899,1.95189011333771,0.4077949009067,0,0,0,0,0.696639837438255,0,0,0,1.10326645894416,0.4077949009067,0,0,0.4077949009067,0,0,0,0,0,0,1.79757380535369,0,1.95189011333771,0,0,0,0,0,0
"200503017091",3.61231376522992,1.19725185789334,0,0,0,0,0,0,1.54705354359992,5.18709195118517,3.14353358885978,0,0,1.19725185789334,0,0,2.12766213238929,0,0,0.379942875179921,2.07103327685662,2.23212175483299,0,0,0,0,5.29936010501609,0,0,1.19725185789334,0,0.869871090230501,0,0,0,0,0,0,0,0,0,1.94713993084761,0,0,0
"200503017092",2.34685518869556,0.371650461769898,0,0,0,0,0.371650461769898,0,0,4.91623619666941,2.20852364925913,0,0,3.93111926608701,0,1.17884885172678,1.52627544159493,0,0,0,2.79142793335069,1.30853715263439,0,0,0,2.10438001324368,4.13063050000994,0,0,0.641986528127167,0,1.30853715263439,0,0,0,0,0,0,1.61961280498863,0,0,0,0,0,0
