"","arrowtooth flounder","big skate","black rockfish","bocaccio","butter sole","canary rockfish","chilipepper","curlfin sole","darkblotched rockfish","Dover sole","English sole","flathead sole","greenspotted rockfish","greenstriped rockfish","kelp greenling","lingcod","longnose skate","Pacific cod","Pacific ocean perch","Pacific sanddab","Pacific spiny dogfish","petrale sole","pygmy rockfish","redbanded rockfish","redstripe rockfish","rex sole","rosethorn rockfish","rougheye and blackspotted rockfish","sablefish","sand sole","sandpaper skate","sharpchin rockfish","shortbelly rockfish","shortspine thornyhead","silvergray rockfish","southern rock sole","splitnose rockfish","spotted ratfish","stripetail rockfish","widow rockfish","yelloweye rockfish","yellowtail rockfish"
"198906019210",0,0,0,0,0,0,0,0,0,1.30242436544896,0.78404423798684,0,0,0,0,0.26049955052706,0,0,0,2.88825582342305,0,0,0,0,0,2.90468722184287,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26049955052706,0
"198906019211",0,0,0,0,0,0,0,0,0,1.73186132764704,2.99257113624064,0,0,0,0,0,0,0,0,2.99257113624064,2.36410827522102,0,0,0,0,4.21131516015145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"198906019213",2.47839419642206,0,0,0,0,0,0,0,2.53522422508664,1.05050045916674,0,0.5289536762918,0,0,0,0.208951479967861,0,0,0,0,2.62330433547138,0,0,0,0,0,0,0,1.68923175822046,0,0,0,0,0,0,0,0,0,0,0,0,0
"198906019215",2.39260082445571,0,0,0,0,0,0,0,3.50407287861644,0.678004569593631,1.53412927353304,0.217113994759323,0,0.678004569593631,0,0.395395554463268,0,0.217113994759323,3.82559022948628,0,0.794090850887815,0,0,0,0,0.99228838928665,0,0,1.2310598093199,0,0,0,0,0.217113994759323,0,0,0,0,0,0.217113994759323,0,0.217113994759323
"198906019219",0.218456289562271,0,0,0,0.218456289562271,0,0,0,0,0.218456289562271,3.61455684230917,0.218456289562271,0,0,0,0,0.218456289562271,0,0,4.60399575984516,2.28131720471828,0.397640754727812,0,0,0,2.32999362875982,0,0,1.16233538245296,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037009",1.9041693706772,0,0,0,0,0,0,0,0.858846086283407,1.45045271285887,0,0,0,0.736373469463477,0,0,0,0,1.45045271285887,0,0.434489238728276,0,0,0,0,0.596780118795285,0,0,0.240658918998638,0,0,0,0,0,0,0,0,0.240658918998638,3.23820135372066,0.434489238728276,0,0.736373469463477
"199206037010",0,0,0,0,0,0,0,0,0,0.449410410513175,0.249741780290719,0,0,1.26786129563364,0,0,0.449410410513175,0,0,2.22214730608697,0,0,0,0,0,1.41600676492455,0,0,0.249741780290719,0,0,0,0,0,0,0,0,0,0.883134899643772,0,0,0
"199206037011",0.666735081020066,0.274563220022869,0,0,0,0,0,0,0,1.16679739148413,2.68006887962848,0,0,0,0,0,0,0,0,4.17166147785041,2.76316451678141,0.274563220022869,0,0,0,3.56781794586913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037012",0.232001072661789,0,0,0,0,0,0,0,0,0,1.41911313005934,0,0,0,0,0,0,0,0,5.02512386755303,0,0.420184355304101,0,0,0,4.14958906651754,0,0,0.578501044857836,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037013",0,0,0,0,0,0,0,0,0,0.274410978681932,0.666426499632478,0,0,0,0,0,0,0,0,2.07274663680562,0,0.274410978681932,0,0,0,1.98994190400378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037014",0.712358864552147,0,0,0,0,0,0,0,0.418313819344456,0,0,0,0,0.230872571692495,0,0,0,0,0,0,0,0,0,0,0,1.03598871706739,0,0,0,0,0,0,0,0,0,0,0,0,1.03598871706739,0,0,0
"199206037017",1.90306608698611,0,0,0,0,0,0,0,0,0.916966864827944,0,0,0,0.262624369707959,0,0.262624369707959,0.262624369707959,0,0,0.642387713332371,0,0,0,0,0,1.45947976235717,0,0,0,0,0,0.470426265911651,0,0,0,0,0.262624369707959,0,1.30915508342405,0,0,0
"199206037018",0.99897981726692,0,0,0,0,0,0,0,0,0.99897981726692,2.09776743491605,0,0,0,0,0,0,0,0,3.1607190147,0,1.19008079498834,0,0,0,4.62987269269914,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037019",1.03976351396948,0,0,0,0,0,0,0,0,2.48251112772645,3.24592267139549,0,0,0,0,0,0,0,0,4.66045705153877,0,2.40306498924435,0,0,0,5.35751648658225,0,0,0,0.376473555591849,0,0,0,0,0,0,0,0,0,0,0,0
"199206037020",1.35945519279412,0.233566944385701,0,0,0,0,0,0,0,1.42483421467236,0.839619994448067,0,0,0,0,0.233566944385701,0.233566944385701,0,0,2.15522412109013,0,0.581820093048394,0,0,0,3.34505472576231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037021",0.643669794372646,0,0,0,0,0,0,0,0,0.918590325862374,0,0,0,0,0,0,0.263249349618659,0,0,0.790548118734526,0,0,0,0,0,2.24413269231877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037024",2.12806712049132,0,0,0,0,0.250417971786048,0,0,1.81190842129836,4.07839625998414,0,0,0,2.72314311213426,0,0,0,0,0.759987204818727,0,0,0.450517776227786,0,0.450517776227786,0,2.41985597524297,0,0,0.759987204818727,0,0,0.759987204818727,0,0,0,0,2.02087594055143,0.617176437637838,1.1867750842672,0,0,0
"199206037025",2.37849016513908,0,0,0,0,0,0,0,0,1.72675776143201,1.57000628053101,0,0,0.596480318777666,0,0,0.240516247326609,0,0,2.12123720190803,0.240516247326609,0.240516247326609,0,0.240516247326609,0,2.37849016513908,0,0,0,0,0,0,0,0.240516247326609,0,0,0,1.15538472852637,0,0,0,0
"199206037026",1.82442738355502,0,0,0,0,0,0,0,0,0.799015777952285,2.73270255665854,0,0,0,0,0.477274500910475,0,0,0,4.47572144402838,0,1.87258373422147,0,0,0,2.75239997882132,0,0,0,0,0,0,0,0,0,0,0,0.799015777952285,0,0,0,0
"199206037027",0.538872869066357,0,0,0,0,0,0,0,0,0.305303568171437,0.887128651734466,0,0,0,0,0,0,0,0,1.51959393182988,0,0.305303568171437,0,0,0,1.14492998998066,0,0,0,0,0,0,0,0,0,0,0,0.305303568171437,0,0,0,0
"199206037029",0,0.282846897505089,0,0,0,0,0,0,0,0.282846897505089,2.89031085056757,0,0,0,0,0.282846897505089,0,0,0,3.15939065179814,0,1.71858427824199,0,0,0,2.54697899125652,0,0,0.282846897505089,0,0,0,0,0,0,0,0,0.503078082032372,0,0,0,0
"199206037030",0.958530255743187,0,0,0,0,0.675347939838442,0,0,0,0,2.91044103173774,0,0,0,0,0,0,0,0,2.58171130541379,0,1.1789642019988,0,0,0,2.85648054083076,0,0,0,0.27882205318956,0,0,0,0,0,0,0,1.81566387766079,0,0,0,0
"199206037031",1.38613898124131,0,0,0,0,0,0,0,0,0.788344359210789,1.13126176943007,0,0,0,0,0,0,0,0,2.58757243551666,0,0.262316457845542,0,0,0,2.17456808812447,0,0,0,0,0,0,0,0,0,0,0,0.641755754321306,0,0,0,0
"199206037032",2.78702368480131,0,0,0,0,0.236840675886974,0,0,0.236840675886974,1.22528981358934,0.236840675886974,0,0,0,0,0,0,0,0,1.92851143666723,0,0.428190518639057,0,0,0,0.727044518755183,0,0.236840675886974,0,0,0,0,0,0,0,0,0,0.428190518639057,0,0,0,0
"199206037035",0,0,0,0,0,0,0,0,0,1.98894740734021,0,0,0,4.13072677997557,0,0.909949495619249,0.748178684383115,0.315576334906085,2.58359187060014,0,0,0.315576334906085,5.24630843101578,0.555090440373134,0,2.73896222370199,3.6206763104653,0,0.748178684383115,0,0,5.4789069183775,0.909949495619249,0,0,0,0,0,0.748178684383115,0,0.555090440373134,0
"199206037038",2.60257395247262,0.271903956855715,0,0,0,0,0,0,0,2.75274719279963,2.1760603602468,0,0,0,0,0,0,0,0,1.15915113321362,0,0,0,0,0,3.25797635351408,0,0.485459743711796,2.39778164418197,0,0,0,0,0.485459743711796,0,0,0,0,0,0,0,0
"199206037039",1.91424407266407,0,0,0,0,0.265670949372464,0,0,0.648629519778758,3.06285287840348,2.22096896233936,0,0,0.796255611942728,0,0,0,0,0,3.70277631156188,0.265670949372464,0,0,0,0,2.94201723437365,0,0,1.6601844998336,0,0,0,0,0,0,0,0,0.265670949372464,0,0,0,0
"199206037041",0,0,0,0,0,0.498295909386171,0,0,0,2.24037806047799,3.78312741473255,0,0,0,0,0,0,0,0,4.28629274922409,0,2.50988350032414,0,0,0,4.5638206735904,0,0,0.498295909386171,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037042",0.265685078565734,0,0,0,0,0,0,0,0,0.265685078565734,2.87569980982904,0,0,0,0,0,0,0,0,3.44783995360551,0.796288858233809,0,0,0,0,3.84264366966188,0,0,0.265685078565734,0,0,0,0,0,0,0,0,0.265685078565734,0,0,0,0
"199206037043",0.740987706382724,0,0,0,0,0,0,0,0,1.32042609364541,1.32042609364541,0,0,0,0,0,0,0,0,3.39526904489756,1.24430302348175,0,0,0,0,2.74396988566526,0,0,0.242555260265887,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037044",0.910751842832606,0.637483631285188,0,0,0,0,0,0,0,3.74516789654604,3.09575465133174,0,0,2.76392067288908,0,0,0.26023755166304,0,0,5.35957052654181,0,1.80056220946429,0,0,0,4.96961591598909,0,0,4.08691583070845,0,0,0,0,0,0,0,0,0.26023755166304,0,0,0,0
"199206037045",1.11008092600843,0,0,0,0,0.255151940368831,0,0,0,3.61985658993485,3.23534929134421,0,0,2.77970092465822,0,0,0,0,0,5.48995331959103,0,1.50138321690928,0,0,0,4.80331265402466,0,0,1.78190794403498,0,0,0,0,0,0,0,0,0.255151940368831,0,0,0,0
"199206037050",0,0,0,0,0,0,0,0,0,2.28009584572771,2.95649425105925,0,1.10711075425597,2.04795261185424,0.515933365055732,0,0,0,0,2.28009584572771,0,1.61962743851504,0,0,0,3.1182349583615,1.74508870728194,0,0,0,0,0,0,0,0,0,0,2.20853989045156,0,0,1.10711075425597,0
"199206037052",0.270220830482315,0,0,0,0,0,0,0,0,1.93077062148228,4.24227711478222,0,0,0.270220830482315,0,0.270220830482315,0,0,0,5.08389316191559,0,0,0,0,0,4.70799598009755,0,0,1.05135385259511,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037053",0,0.294599623371263,0,0,0,0,0,0,0,1.3192753472661,3.85544156052952,0,0,0,0,0.521870851935519,0.294599623371263,0,0,5.38069646255426,0.863039665324722,1.6314077032727,0,0,0,4.72458672616342,0,0,0.706934758448824,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037054",0,0,0,0,0,0,0,0,0,0,3.21373305950837,0,0,0,0,0,0,0,0,5.4362171876499,1.02617852822571,1.700366720547,0,0,0,4.47883486555072,0,0,0,0,0,0,0,0,0,0,0,0.639319642829192,0,0,0,0
"199206037055",0,0.283922692714891,0,0,0,0,0,0,0,0.50480381362137,4.2936413895334,0,0,0,0,0,0,0,0,6.25210639496876,0.283922692714891,1.66170641698231,0,0,0,4.4039011135418,0,0,0,0,0,0,0,0,0,0,0,0.283922692714891,0,0,0,0
"199206037056",0.278405313178929,0,0,0,0,0,0,0.957473972137629,0,0.278405313178929,3.29593844632021,0,0,0,0,0,0,0,0,2.83621329894162,1.27205345603423,1.64350686067867,0,0,0,3.97643352709565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037057",0,0,0,0,0,0,0,0,0,0,2.47257354302425,0,0,0,0,0.317899636862844,0,0,0,2.88148376055378,0,0.317899636862844,0,0,0,1.28638239734489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037059",0.266991822079203,0,0,0,0,0,0,0,0,1.60510593371444,0,0,0,0.651329532748184,0,0,0,0,0,0,0,0,0,0,0,3.26172229492473,0,0,1.77435492687353,0,0,0,0,0.266991822079203,0,0,0,0,0,0,0,0
"199206037063",1.14436789387983,0,0,0,0,0,0,0,0.589269376548952,0.72765865631538,0,0,0,0.2370913892102,0,0,0,0,0,0,0,0,0,0,0,1.3017080961972,0,0,0.2370913892102,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037064",1.36128885397539,0.254736645192748,0,0,0,0,0,0,0.457579033060461,1.78037337260619,0,0,0,0.457579033060461,0,0,0,0,0,1.95904608552599,1.20025827322518,0.254736645192748,0,0,0,1.87369492461889,0,0,0,0,0,0,0,0,0,0,0,0.457579033060461,0,0,0,0
"199206037065",0.4731708684317,0.183730457244107,0,0,0,0,0,0,0,1.03504284409933,2.06147149972604,0,0,0,0,0,0,0.183730457244107,0,1.92411204307462,1.39261883975075,0.591539330613836,0,0,0,2.70248401692776,0,0,0.4731708684317,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037066",0.265461177475142,0,0,0,0,0,0,0,0,0,0.795761939424146,0,0,0,0,0,0,0,0,2.94116528001127,0,0,0,0,0,1.71568504895103,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037067",0,0.248318385630652,0,0,0,0,0,0,0,0,4.06904506344426,0,0,0,0,0.989990153590111,0,0,0,3.75458440437768,0.447077824268688,0.248318385630652,0,0,0,2.30456072600233,0,0,0,1.47760015838552,0,0,0,0,0,0,0,0.989990153590111,0,0,0,0
"199206037068",1.03786716632003,0,0,0,0,0,0,0,0,1.86710927264797,4.19922712923354,0,0,0,0,0.231473242394733,0,0,0,3.71625534885388,0.577380933724729,1.59062892533291,0,0,0,4.0057739532799,0,0,0.231473242394733,0,0,0,0,0,0,0,0,0.231473242394733,0,0,0,0
"199206037069",0.645607187103152,0,0,0,0,0,0,0,0,2.83475465730691,1.99470204111781,0,0,0,0,0.264194555496342,0,0,0,3.38180612637334,1.95269155225882,0.264194555496342,0,0,0,2.85235855148038,0,0,1.2293634533745,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037070",1.73840571060267,0,0,0,0,0,0,0,0.602862076514878,1.39465551344081,0,0,0,0.602862076514878,0,0,0,0,0,0.866639116469311,1.07516045343946,1.24761371714172,0,0,0,2.31261011932912,0,0,0.439261440947383,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037071",1.04323209325234,0,0,0,0,0.267272213719685,0,0,0.800019383375921,1.14574142900951,0.800019383375921,0,0,2.60728921661806,0,0.267272213719685,0.267272213719685,0.267272213719685,0,0,0.477966859463071,0.267272213719685,0,0,0,2.46162613176908,0,0,0.477966859463071,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037073",1.09650673061606,0,0,0,0,0,0,0,0,0.914395929241321,0,0,0,0.558262723937052,0,0.222512349272108,0,0,0,0,0.222512349272108,0,0,0,0,2.194416180252,0,0,1.7021633793427,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037074",1.14093164896943,0,0,0,0,0,0,0,0,3.67209665539622,0.426848637587689,0.236028460503443,0,1.43377990312884,0,0,0,0,0,2.10263050719117,1.43377990312884,0,0,0,0,2.74993205393928,0,0,0.725053413076002,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037075",0.638021990273679,0,0,0,0,0,0,0,0,1.64211589735514,3.99390565589225,0,0,0,0,0,0,0,0,4.2275656707224,0.46697125676742,1.02441542074025,0,0,0,3.61110467753444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037076",0.754273272734864,0,0,0,0,0,0,0,0,1.47663715003133,4.09631693775412,0,0,0,0,0.248044121156851,0,0,0,4.59479386349027,0.446628129830752,1.80291312082591,0,0,0,3.6564390940366,0,0,0.612235030218857,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037077",0.242286613328552,0,0,0,0,0,0,0,0.437169608677455,1.91063020382305,1.73354908509792,0,0,0.437169608677455,0,0,0,0,0,3.08356498466562,0.437169608677455,0.242286613328552,0,0,0,3.00524454844312,0,0,0.863226041140186,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037078",1.99654099758363,0,0,0,0,0,0,0,1.1106506283722,1.62386662667283,0,0.411502393053347,0,0.567371337863581,0,0.226770294372604,0,0,0,0.567371337863581,0.567371337863581,0.411502393053347,0,0,0,3.35846526165619,0,0.411502393053347,1.39982735437127,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037080",1.08721871036827,0.247530974272426,0,0,0,0,0,0,0,1.88966940445239,4.50016865295855,0,0,0,0,0,0,0,0,4.97535227931731,0.247530974272426,1.70361009353309,0,0,0,4.36688701706559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037081",0.566912901824545,0,0,0,0,0,0,0,0,2.8565022790777,2.76474080569395,0,0,0,0,0,0,0,0,4.28640693320937,0,0.926491846904877,0,0,0,3.29345500424361,0,0,4.64420096176171,0,0,0,0,0,0,0,0,0.566912901824545,0,0,0,0
"199206037082",1.66027195387026,0.223648897905909,0,0,0,0,0,0,1.10029578512806,1.91169313671262,0.560698360957735,0.406307210608305,0,0.223648897905909,0,0.223648897905909,0.223648897905909,0,0,0,0,1.38818809550026,0,0,0,3.47596405271497,0,0,3.1269785091412,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037083",1.94389224553062,0,0,0,0,0.41904717271668,0,0,0.41904717271668,1.59001869369719,0,0.833465576546942,0,0.231314906583282,0,0,0.713451720880628,0,0,0,0.713451720880628,0.41904717271668,0,0,0,2.54250881014593,0,0.41904717271668,4.91700860617148,0,0,0,0,0.41904717271668,0,0,0,0,0,0,0,0
"199206037084",0.916215738436217,0,0,0,0,0,0,0,0,2.24059799487177,4.00721046576902,0,0,0,0,0,0,0,0,4.18649674583736,0.469956759006093,1.70464582706479,0,0,0,3.68122934411465,0,0,5.382534097242,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037085",0.484998745189714,0.271618607104687,0,0,0,0,0,0,0,0.660757996518036,4.22552896518467,0,0,0,0,0.271618607104687,0,0,0,4.46388058743932,0.271618607104687,0.660757996518036,0,0,0,3.22010144853761,0,0,0,1.25181734532181,0,0,0,0,0,0,0,0,0,0,0,0
"199206037086",0.754027930223196,0,0,0,0,0,0,0,0,2.5938348752341,4.2149163313277,0,0,0,0,0.446461276701475,0,0,0,5.00211708230064,1.33864202341228,1.47627971282634,0,0,0,3.08294476978137,0,0,0,0,0,0,0,0,0,0,0,0.878352253824819,0,0,0,0
"199206037087",0.270121029054702,0,0,0,0,0,0,0,0.482577994612732,1.88437117408341,2.0570305420005,0.657711182703468,0,0,0,0.657711182703468,0.270121029054702,0,0,3.25075582723208,0.806695491902742,1.61573783679829,0,0,0,2.33250209540561,0,0,0.657711182703468,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037088",0.290832943948689,0,0,0,0,0.699439026738004,0,0,0,2.9205850540677,0,0,0,3.17608506962642,0,0.290832943948689,0,0,0,0,2.13131084861446,0.290832943948689,0,0,3.14749642141388,2.93861570996623,1.10699265036571,0,3.08774381422168,0,0,0.515862263709891,0,0,0,0,0,0.515862263709891,0,0,0.290832943948689,0
"199206037089",2.78489757273154,0,0,0,0,0,0,0,3.20443526549182,4.10539733968415,0,0,0,4.26776335175276,0,0.247990206725816,0,0.247990206725816,0.247990206725816,0,2.55106807734977,0,0,0.612122654398923,0,3.42859924942946,0.754143277027598,0,3.10861447862893,0,0,0.247990206725816,0,1.75520016534667,0,0,0,0.446539720404262,2.86820542162366,0,0,0
"199206037090",2.9571797704016,0,0,0,0,0,0,0,0,3.60936702556251,0,0,0,3.20637730449113,0,0,0,0.240820698871179,0,0,2.71860961031101,0,0,0,0,3.50864134738489,0,0,4.28138742168395,0,0,0,0,2.75390374845,0,0,0,1.67834554898308,0,0,0,0
"199206037092",1.66443580280385,0,0,0,0,0,0,0,0,3.1365924290586,0.928034634198334,0,0,3.58848589185436,0,0,0,0,0,0,1.47361182725575,0.477359714716624,0,0,0,2.96291947280514,0.266897486446607,0,2.32014962845058,0,0,0,0,0,0,0,0,0.266897486446607,0,0,0,0.651136823464942
"199206037093",2.42328075386109,0,0,0,0,0.484400062086609,0,0,0.484400062086609,1.93447480266339,0,0.484400062086609,0,0.809329733380464,0,0,0.484400062086609,0,0,0,1.414882907513,0,0,0,0,3.08544637203091,0,0,1.93447480266339,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037094",0.788785649457417,0,0,0,0,0,0,0,0,1.94642598353883,0,0,0,2.46865032815502,0,0.788785649457417,0,0,0,0.788785649457417,1.22420025582359,0,0,0,0,3.35398746367343,0,0,2.65380137854648,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037095",0,0,0,0,0,0,0,0,0,1.44545867289374,3.85646478078737,0,0,0,0,0,0,0,0,4.20552104063041,1.79394752215854,1.01861064204986,0,0,0,3.74442542520918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037096",0.845640348935313,0,0,0,0,0,0,0,0,0,3.57139558732117,0,0,0,0,0,0,0,0,5.08265213101002,1.67161883463385,1.20194197387552,0,0,0,3.60809401763805,0,0,0,0.691697008347323,0,0,0,0,0,0,0,0.286957249220127,0,0,0,0
"199206037097",0.641815993749223,0,0,0,0,0,0,0,0,1.90203946982396,3.15692382859945,0,0,0,0,0,0,0,0,5.28565899260421,2.5176229274029,0.641815993749223,0,0,0,4.42476759314002,0,0,0,1.02956799140138,0,0,0,0,0,0,0,0.469973631195798,0,0,0,0
"199206037098",0.599653466082456,0.242027451825445,0,0,0,0,0,0,0,0.862529470923447,4.26409106796526,0,0,0,0,0,0,0,0,4.27937885193201,1.38931997283578,0.862529470923447,0,0,0,3.29634674787625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037099",1.89919021158165,0,0,0,0,0,0,0,0,2.32004812246663,3.55771368530175,0,0,0,0,0,0,0.837628651425923,0,4.88015521785722,0,2.07836133908077,0,0,0,3.83824426689253,0,0,2.18214291030534,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037100",1.18501105302502,0,0,0,0,0,0,0,1.94027254518795,1.98024092797473,0,0.758635946785987,0,0.616007525434508,0,0,0.249855876340651,0,0,1.09423023516998,1.41639769648219,0.249855876340651,0,0,0,1.94027254518795,0,0,2.82702131936321,0,0,0,0,0,0,0,0,0,0,0,0,0.249855876340651
"199206037101",1.74103808547668,0,0,0,0,0,0,0,0,0.943031434052372,0,1.86982138979406,0,0,0,0,0,0,0,0,2.31700358298078,0.578788975624789,0,0,0,0,0,0,1.59318332330759,0,0,0,0,0,0,0,0,0,0,0,0,1.20944691744002
"199206037102",0.924289527794422,0,0,0,0,0,0,0,1.84376194899362,0.924289527794422,0,1.84376194899362,0,0,0,0,0,0,0,0,1.71563975094866,0,0,0,0,3.21142987151449,0,1.84376194899362,0,0,0,0,0,0,0,0,0,0.565335734771622,0,0,0,0
"199206037103",0.919539715416094,0,0,0,0,0,0,0,1.22759667103659,1.90671117281302,0,1.53029201654365,0,4.87520720547031,0,0,0,0,0,0,0.791411417573599,0.263615123052213,0,0,0,3.30474377125603,0,1.53029201654365,1.59354279917133,0,0,0.644419749850079,0,0,0,0,0,0.263615123052213,0,0,0,0
"199206037105",2.37671142220055,0.501559968349649,0,0,0,0,0,0,0.281901106380254,2.93972360808422,0,0,0,0,0,0,0,0,0,0,0.966313689009219,0,0,0.281901106380254,0,3.674436114921,0,0,1.08312148751654,0,0,0,0,1.71543021931004,0,0,0,0.501559968349649,0,0,0,0
"199206037106",1.33604472497052,0,0,0,0,0,0,0,2.21451836681902,1.57351902146437,0,2.21451836681902,0,1.11161058817523,0,0,0,0,0,0,1.19214987201332,0.702911710453679,0,0,0,3.36866316081464,0,1.11161058817523,0.411985377186641,0,0,0,0,0,0,0,0,0.927996778136816,0,0,0,0
"199206037107",0.773343112397137,0,0,0,0,0,0,0,1.20417199116122,1.28806034294599,0,1.56710346281734,0,0,0,0.255997632290408,0,0,0,0,1.50429871303314,0.628741455054244,0,0,0,3.19212000110891,0,1.01178199225913,0.255997632290408,0,0,0,0,0,0,0,0,0.459637169500417,0,0,0,0.255997632290408
"199206037108",1.64195762796482,0,0,0,0,0,0,0,1.39983533868042,1.92152667676477,0,1.52820655396386,0,0,0,0,0,0,0,0,2.56035763126296,0.605983570250321,0,0,0,3.62844947990996,0,0.605983570250321,1.32888967591899,0,0,0,0,1.83673447832418,0,0,0,0,0,0,0,0
"199206037109",1.9949963507371,0,0,0,0,0,0,0,1.77639195642341,2.7552835583729,0,1.82410323628328,0,1.10563655134794,0,0,0.253661335697202,0,0,0.623907409930016,2.23786769397622,0.455822654997954,0,0,0,2.65898760696235,0,0,3.69555706699239,0,0,0,0,0.253661335697202,0,0,0,1.19691261587165,0,0,0,0.623907409930016
"199206037110",2.00953590024243,0,0,0,0,0,0,0,0,2.00953590024243,0,0,0,0,0,0,0,0,0,3.00123722747315,3.81576535903012,0,0,0,0,3.26961063057534,0,0,3.81576535903012,0,0,0,0,0,0,0,0,2.61377968589602,0,0,0,0
"199206037111",0,0,0,0,0,0,0,0,0,1.51540969941578,3.65771801384131,0,0,0,0,0,0,0,0,4.5116670002726,0,1.91856747883526,0,0,0,3.55244767087173,0,0,1.18169924817429,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037112",0.71253922040065,0.297425098036766,0,0,0,0,0,0,0,2.74394976619559,1.76634342446946,0,0,0,0,0,0,0,0,4.94587753026925,0.526369223096609,0.869429746813241,0,0,0,5.13805177569173,0,0,0,0,0.297425098036766,0,0,0,0,0,0,0,0,0,0,0
"199206037113",0.395658175116652,0,0,0,0,0.217270940136629,0,0,2.57520713770221,3.80499922955305,0,0,0,2.51817983844945,0,1.53475988876321,0,0,0,0.898568411862943,2.77547246117357,0.992794350019819,0,0,0,5.18674307832792,0,0,3.35569798397651,0,0,0,0,0,0,0,0,0.217270940136629,0,0,0,0
"199206037114",0.709731592432904,0,0,0,0,0.416551886446006,0,0,3.14497418026411,2.77164816770082,0,0,0,3.28007528315639,0,0.416551886446006,0,0.229810357347433,0.229810357347433,0.416551886446006,4.45134887813272,1.03266101476166,0,0,0,4.20293202299449,0,0,2.73878859897631,0,0,0,0,0,0,0,0,0.229810357347433,0,0,0,0
"199206037116",0,0,0,0,0,0,0,0,0,3.20727564246708,4.36830512598076,0,0,0,0,0.268456269939993,0,0,0,5.59781036218318,1.0464985440914,0.479884377628595,0,0,0,5.01503013428688,0,0,0.268456269939993,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037117",1.35228270711438,0,0,0,0,0.252021808335631,0,0,3.24453079435815,2.5678844333395,1.27525577373155,1.00053797025732,0,0.763836924282271,0,0,0,0.252021808335631,0,2.69178236875192,2.20005110018356,0,0,0,0,4.52648499527611,0,0,1.61198214224125,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037118",0.901805712687292,0,0,0,0,0,0,0,2.92147098688155,3.58732178291565,0,0.996231232480173,0,0,0,0,0,0,0,0,3.5028229145503,0.397443792087864,0,0,0,3.98351997084265,0,0.549290799650935,2.11869137700762,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037119",1.49029291821449,0,0,0,0,0,0,0,1.49029291821449,2.16749702478586,2.06392056596287,0,0,2.23103061346672,0,1.00033687640736,0,0,0,0.763667061314982,3.63660543466569,0,0,0,0,4.00493385172174,0,0,1.55285240035713,0,0,0,0,0,0,0,0,0,0,0,0,0
"199206037120",0,0,0,0,0,0.235569744209923,0,0,0,0.586056805979096,0.426090466827489,0,0,3.6966786606005,0,0,0,0,0,0,0.235569744209923,0,0,0,3.23624127539501,2.73072458461775,1.29645074581478,0,1.99811102949479,0,0,0,0,0,0,0,0,0,0,2.91947505199992,0,4.90633327360522
"199206037121",0.959783453808044,0,0,0,0,0.590873834056203,0,0,2.43993991285324,3.26732505652862,1.6670177689909,0,0,0.590873834056203,0,0,0,0,0,0,3.2255322109299,0.429860870513448,0,0,0,3.8597666503893,0,0,4.69331198519773,0,0,0,0,0,0,0,0,0,0,0,0,0
